Site_ID,Location_ID,Country,Sample_ID,Date,Laboratory,Contact_name,Contact_email,Paper_code,"Latitude, WGS 84","Longitude, WGS 84",Soil_type,Veg_type,Sample_location,PW_soil_descrip,Cathcment_size,Wetland_cover,Depth_sample,THg,THg_err,DHg,DHg_err,Filter_Size,MeHg,MeHg_err,TOC,TOC_err,DOC,DOC_err,RHgC,Turbidity,pH,EC,Alk,P,Cl,SO4,TDS,Notes,Collector,Range Flag,Outlier Flag,,
Mackenzie R. below Mountain R. and Stinky Creek,lower_Mackenzie_Basin,Canada,M26,2005-08-01,NA,NA,NA,Leitch_2006,65.7979,-128.83968,NA,NA,River,NA,"180,500,000",NA,10,9.96,NA,1.50±0.54,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Stinky Creek,lower_Mackenzie_Basin,Canada,M27,2005-08-01,NA,NA,NA,Leitch_2006,65.76945,-128.76877,NA,NA,River,NA,"180,500,000",NA,10,1.2,NA,1.12±0.38,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mountain R.,lower_Mackenzie_Basin,Canada,M28,2005-08-01,NA,NA,NA,Leitch_2006,65.68745,-128.82457,NA,NA,River,NA,"180,500,000",NA,10,9.54,NA,0.38±0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Mountain R.,lower_Mackenzie_Basin,Canada,M29,2005-08-01,NA,NA,NA,Leitch_2006,65.68027,-128.81905,NA,NA,River,NA,"180,500,000",NA,10,13.87,NA,1.7,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Carcajou R.,lower_Mackenzie_Basin,Canada,M30,2005-08-01,NA,NA,NA,Leitch_2006,65.65832,-128.74123,NA,NA,River,NA,"180,500,000",NA,10,7.84,NA,2.54±1.36,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Carcajou R.,lower_Mackenzie_Basin,Canada,M31,2005-08-01,NA,NA,NA,Leitch_2006,65.64382,-128.70057,NA,NA,River,NA,"180,500,000",NA,10,6.39,NA,2.36±0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Norman Wells,lower_Mackenzie_Basin,Canada,M32,2005-08-01,NA,NA,NA,Leitch_2006,65.29828,-127.08828,NA,NA,River,NA,"180,500,000",NA,10,11.96,NA,1.86±0.65,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Norman Wells,lower_Mackenzie_Basin,Canada,M33,2005-08-01,NA,NA,NA,Leitch_2006,65.24847,-126.7647,NA,NA,River,NA,"180,500,000",NA,10,2.22,NA,1.52±0.00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Great Bear R.,lower_Mackenzie_Basin,Canada,M35,2005-08-01,NA,NA,NA,Leitch_2006,64.91078,-125.59397,NA,NA,River,NA,"180,500,000",NA,10,1.31,NA,0.90±0.14,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Great Bear R.,lower_Mackenzie_Basin,Canada,M36 ,2005-08-01,NA,NA,NA,Leitch_2006,64.89008,-125.54133,NA,NA,River,NA,"180,500,000",NA,10,8.06,NA,1.84±0.30,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Big Smith Creek,lower_Mackenzie_Basin,Canada,M38,2005-08-01,NA,NA,NA,Leitch_2006,64.66073,-124.90027,NA,NA,River,NA,"180,500,000",NA,10,3.73,NA,1.46±0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Big Smith Creek,lower_Mackenzie_Basin,Canada,M39,2005-08-01,NA,NA,NA,Leitch_2006,64.57412,-124.90393,NA,NA,River,NA,"180,500,000",NA,10,1.46,NA,1.35±0.24,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Keele R.,lower_Mackenzie_Basin,Canada,M40,2005-08-01,NA,NA,NA,Leitch_2006,64.4654,-124.7986,NA,NA,River,NA,"180,500,000",NA,10,4,NA,0.92±0.06,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. near Keele R.,lower_Mackenzie_Basin,Canada,M41,2005-08-01,NA,NA,NA,Leitch_2006,64.42078,-124.78742,NA,NA,River,NA,"180,500,000",NA,10,1.71,NA,0.61±0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Redstone R.,lower_Mackenzie_Basin,Canada,M44,2005-08-01,NA,NA,NA,Leitch_2006,64.30543,-124.61263,NA,NA,River,NA,"180,500,000",NA,10,4.47,NA,0.94±0.12,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Redstone R.,lower_Mackenzie_Basin,Canada,M45,2005-08-01,NA,NA,NA,Leitch_2006,64.29003,-124.54532,NA,NA,River,NA,"180,500,000",NA,10,5.58,NA,0.87±0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Redstone R.,lower_Mackenzie_Basin,Canada,M46,2005-08-01,NA,NA,NA,Leitch_2006,64.28277,-124.5105,NA,NA,River,NA,"180,500,000",NA,10,8.31,NA,1.94±0.13,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Dahadini R.,lower_Mackenzie_Basin,Canada,M47,2005-08-01,NA,NA,NA,Leitch_2006,64.01213,-124.38805,NA,NA,River,NA,"180,500,000",NA,10,9.16,NA,2.20±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Dahadini R.,lower_Mackenzie_Basin,Canada,M48,2005-08-01,NA,NA,NA,Leitch_2006,63.98537,-124.36952,NA,NA,River,NA,"180,500,000",NA,10,4,NA,0,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Between Dahadini and Blackwater R.,lower_Mackenzie_Basin,Canada,M49,2005-08-01,NA,NA,NA,Leitch_2006,na,na,NA,NA,River,NA,"180,500,000",NA,10,15.56,NA,1.85±0.46,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Blackwater R.,lower_Mackenzie_Basin,Canada,M50,2005-08-01,NA,NA,NA,Leitch_2006,63.94212,-124.175,NA,NA,River,NA,"180,500,000",NA,10,1.86,NA,0,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Ochre R.,lower_Mackenzie_Basin,Canada,M53,2005-08-01,NA,NA,NA,Leitch_2006,63.46648,-123.70377,NA,NA,River,NA,"180,500,000",NA,10,2.82,NA,1.13±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Wrigley R. ,lower_Mackenzie_Basin,Canada,M54 ,2005-08-01,NA,NA,NA,Leitch_2006,63.2733,-123.6115,NA,NA,River,NA,"180,500,000",NA,10,29.07,NA,2.59,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,,
Wrigley R.,lower_Mackenzie_Basin,Canada,M55,2005-08-01,NA,NA,NA,Leitch_2006,63.2419,-123.56917,NA,NA,River,NA,"180,500,000",NA,10,6.62,NA,0,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Wrigley R.,lower_Mackenzie_Basin,Canada,M56,2005-08-01,NA,NA,NA,Leitch_2006,63.23548,-123.54752,NA,NA,River,NA,"180,500,000",NA,10,31.48,NA,2.84±0.00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,,
R. Between Two Mountains,lower_Mackenzie_Basin,Canada,M57,2005-08-01,NA,NA,NA,Leitch_2006,62.93593,-123.21637,NA,NA,River,NA,"180,500,000",NA,10,3.34,NA,2.35±0.19,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Willowlake R.,lower_Mackenzie_Basin,Canada,M58,2005-08-01,NA,NA,NA,Leitch_2006,62.80897,-123.2111,NA,NA,River,NA,"180,500,000",NA,10,0,NA,0.69±0.58,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,,
Willowlake R.,lower_Mackenzie_Basin,Canada,M59 ,2005-08-01,NA,NA,NA,Leitch_2006,62.69865,-123.1176,NA,NA,River,NA,"180,500,000",NA,10,5.04,NA,4.40±0.30,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Root R. ,lower_Mackenzie_Basin,Canada,M60,2005-08-01,NA,NA,NA,Leitch_2006,62.44432,-123.22972,NA,NA,River,NA,"180,500,000",NA,10,6.37,NA,1.39±0.21,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Camsell Bend,lower_Mackenzie_Basin,Canada,M62,2005-08-01,NA,NA,NA,Leitch_2006,62.34957,-123.38295,NA,NA,River,NA,"180,500,000",NA,10,12.33,NA,2.47±0.16,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. at Camsell Bend,lower_Mackenzie_Basin,Canada,M63,2005-08-01,NA,NA,NA,Leitch_2006,62.2783,-123.36338,NA,NA,River,NA,"180,500,000",NA,10,2.48,NA,0.85±0.21,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
North Nahanni R.,lower_Mackenzie_Basin,Canada,M64,2005-08-01,NA,NA,NA,Leitch_2006,62.25098,-123.32788,NA,NA,River,NA,"180,500,000",NA,10,4.15,NA,2.10±0.10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above North Nahanni R.,lower_Mackenzie_Basin,Canada,M65,2005-08-01,NA,NA,NA,Leitch_2006,62.24323,-123.25438,NA,NA,River,NA,"180,500,000",NA,10,14.97,NA,0,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Liard R.,lower_Mackenzie_Basin,Canada,M66,2005-08-01,NA,NA,NA,Leitch_2006,61.90158,-121.4485,NA,NA,River,NA,"180,500,000",NA,10,10.69,NA,5.59±3.19,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Liard R.,lower_Mackenzie_Basin,Canada,M67,2005-08-01,NA,NA,NA,Leitch_2006,61.83648,-121.28708,NA,NA,River,NA,"180,500,000",NA,10,10.09,NA,2.43±0.97,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Liard R.,lower_Mackenzie_Basin,Canada,M68 ,2005-08-01,NA,NA,NA,Leitch_2006,61.8522,-121.26458,NA,NA,River,NA,"180,500,000",NA,10,1.4,NA,0,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Rabbitskin R.,lower_Mackenzie_Basin,Canada,M69,2005-08-01,NA,NA,NA,Leitch_2006,61.78208,-120.6931,NA,NA,River,NA,"180,500,000",NA,10,3.67,NA,2.97,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Jean Marie R.,lower_Mackenzie_Basin,Canada,M70,2005-08-01,NA,NA,NA,Leitch_2006,61.52698,-120.63322,NA,NA,River,NA,"180,500,000",NA,10,1.93,NA,2.42±0.98,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Jean Marie R.,lower_Mackenzie_Basin,Canada,M71,2005-08-01,NA,NA,NA,Leitch_2006,61.5236,-120.60983,NA,NA,River,NA,"180,500,000",NA,10,2.78,NA,1.93±0.06,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Trout R.,lower_Mackenzie_Basin,Canada,M72,2005-08-01,NA,NA,NA,Leitch_2006,61.31282,-119.8549,NA,NA,River,NA,"180,500,000",NA,10,2.18,NA,1.55±0.14,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Mills Lake,lower_Mackenzie_Basin,Canada,M73,2005-08-01,NA,NA,NA,Leitch_2006,61.36882,-118.39492,NA,NA,River,NA,"180,500,000",NA,10,3.52,NA,1.85±1.14,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Horn R.,lower_Mackenzie_Basin,Canada,M75,2005-08-01,NA,NA,NA,Leitch_2006,61.49185,-118.08057,NA,NA,River,NA,"180,500,000",NA,10,3.21,NA,1.53,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. at Fort Providence,lower_Mackenzie_Basin,Canada,M76,2005-08-01,NA,NA,NA,Leitch_2006,61.35635,-117.6829,NA,NA,River,NA,"180,500,000",NA,10,3.15,NA,<dl,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. at South Channel,lower_Mackenzie_Basin,Canada,M77,2005-08-01,NA,NA,NA,Leitch_2006,61.05273,-116.68278,NA,NA,River,NA,"180,500,000",NA,10,1.68,NA,1.42±0.09,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Great Slave Lake (West corner),lower_Mackenzie_Basin,Canada,M78,2005-08-01,NA,NA,NA,Leitch_2006,61.06995,-116.50083,NA,NA,River,NA,"180,500,000",NA,10,5.09,NA,3.35±0.48,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Hay River,lower_Mackenzie_Basin,Canada,M79,2005-08-01,NA,NA,NA,Leitch_2006,60.8593,-115.7302,NA,NA,River,NA,"180,500,000",NA,10,9.68,NA,3.63±0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Old Crow River Basin,Yukon,Canada,OCRT19_BilwaddyCreek,2019-07-21,University of Alberta,K_Staniszewska,katarzyn@ualberta.ca,Staniszewska_2023,68.1876,-140.9075,NA,NA,Tributary creek,NA,NA,NA,1,1.79,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Old Crow River Basin,Yukon,Canada,OCRT19_Thomas ,2019-07-21,University of Alberta,K_Staniszewska,katarzyn@ualberta.ca,Staniszewska_2023,68.1879,-140.6534,NA,NA,Tributary creek,NA,NA,NA,1,2,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Old Crow River Basin,Yukon,Canada,OCRT19_Surprise,2019-07-22,University of Alberta,K_Staniszewska,katarzyn@ualberta.ca,Staniszewska_2023,68.2268,-140.4157,NA,NA,Tributary creek,NA,NA,NA,1,1.2,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Old Crow River Basin,Yukon,Canada,OCRT19_Timber,2019-07-23,University of Alberta,K_Staniszewska,katarzyn@ualberta.ca,Staniszewska_2023,68.1688,-139.943,NA,NA,Tributary creek,NA,NA,NA,1,1.8,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Old Crow River Basin,Yukon,Canada,OCRT19_BlackFox,2019-07-22,University of Alberta,K_Staniszewska,katarzyn@ualberta.ca,Staniszewska_2023,68.057,-139.5763,NA,NA,Tributary creek,NA,NA,NA,1,0.91,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,,
Old Crow River Basin,Yukon,Canada,OCRT19_Johnson,2019-07-23,University of Alberta,K_Staniszewska,katarzyn@ualberta.ca,Staniszewska_2023,67.8346,-139.7983,NA,NA,Tributary creek,NA,NA,NA,1,4.64,NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Old Crow River Basin,Yukon,Canada,OCRT19_Schaeffer,2019-07-22,University of Alberta,K_Staniszewska,katarzyn@ualberta.ca,Staniszewska_2023,67.838,-139.8504,NA,NA,Tributary creek,NA,NA,NA,1,1.12,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Old Crow River Basin,Yukon,Canada,OCRT19_KingEdward,2019-07-24,University of Alberta,K_Staniszewska,katarzyn@ualberta.ca,Staniszewska_2023,67.8169,-139.9428,NA,NA,Tributary creek,NA,NA,NA,1,1.88,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Ob',NA,Russia,NA,2012-06-06,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,7.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2012-12-08,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2013-01-03,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2013-03-24,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2013-05-26,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2013-07-13,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,9.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2013-08-22,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,7.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2013-09-25,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2013-10-25,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,4.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2013-11-25,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2014-02-22,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2014-04-02,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2014-06-20,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,9.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2014-08-02,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2014-10-26,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2014-12-14,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2015-01-31,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2015-03-30,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2015-05-31,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2015-07-26,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2015-09-02,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,7.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2015-11-29,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,4.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2016-02-14,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
Ob',NA,Russia,NA,2016-04-17,U.S.G.S. Mercury Research Laboratory,Scott_Zolkos,szolkos@woodwellclimate.org,Zolkos_et_al_2020,66.63,66.6,NA,NA,River,NA,300000000,NA,1,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SZ,0,0,,
