Core_ID,Site_ID,Location_ID,Country,Sample_ID,Date,Laboratory,Contact_name,Contact_email,Paper_code,Latitude,Longitude,Veg_spec_common,Veg_species_sci,Veg_typ,AGB,THg_inst,THg,THg_err,Notes,Collector,Component,Range Flag,Outlier Flag
P2_Greater Hinggan Mountains_48_120,P2,Greater Hinggan Mountains,China,12,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,48,120,Mongolian Pine,Pinus sylvestris var. mongolica,Evergreen needleleaf forest,-999,DMA,2.07,0.1,"Woody Tissue; Error = SD; site is only patches of permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
P2_Greater Hinggan Mountains_48_120,P2,Greater Hinggan Mountains,China,8,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,48,120,Mongolian Pine,Pinus sylvestris var. mongolica,Evergreen needleleaf forest,-999,DMA,2.13,0.07,"Woody Tissue; Error = SD; site is only patches of permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
P2_Greater Hinggan Mountains_48_120,P2,Greater Hinggan Mountains,China,22,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,48,120,Mongolian Pine,Pinus sylvestris var. mongolica,Evergreen needleleaf forest,-999,DMA,2.08,0.1,"Woody Tissue; Error = SD; site is only patches of permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
P2_Greater Hinggan Mountains_48_120,P2,Greater Hinggan Mountains,China,14,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,48,120,Mongolian Pine,Pinus sylvestris var. mongolica,Evergreen needleleaf forest,-999,DMA,1.68,0.09,"Woody Tissue; Error = SD; site is only patches of permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
P2_Greater Hinggan Mountains_48_120,P2,Greater Hinggan Mountains,China,27,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,48,120,Mongolian Pine,Pinus sylvestris var. mongolica,Evergreen needleleaf forest,-999,DMA,2.07,0.09,"Woody Tissue; Error = SD; site is only patches of permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
P1_Greater Hinggan Mountains_52_123,P1,Greater Hinggan Mountains,China,18,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,52,123,Mongolian Pine,Pinus sylvestris var. mongolica,Evergreen needleleaf forest,-999,DMA,1.89,0.42,"Woody Tissue; Error = SD; site is discontinuous permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
P1_Greater Hinggan Mountains_52_123,P1,Greater Hinggan Mountains,China,12,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,52,123,Mongolian Pine,Pinus sylvestris var. mongolica,Evergreen needleleaf forest,-999,DMA,1.93,0.56,"Woody Tissue; Error = SD; site is discontinuous permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
P1_Greater Hinggan Mountains_52_123,P1,Greater Hinggan Mountains,China,20,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,52,123,Mongolian Pine,Pinus sylvestris var. mongolica,Evergreen needleleaf forest,-999,DMA,2.21,0.7,"Woody Tissue; Error = SD; site is discontinuous permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
P1_Greater Hinggan Mountains_52_123,P1,Greater Hinggan Mountains,China,7,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,52,123,Mongolian Pine,Pinus sylvestris var. mongolica,Evergreen needleleaf forest,-999,DMA,1.51,0.66,"Woody Tissue; Error = SD; site is discontinuous permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
P1_Greater Hinggan Mountains_52_123,P1,Greater Hinggan Mountains,China,16,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,52,123,Mongolian Pine,Pinus sylvestris var. mongolica,Evergreen needleleaf forest,-999,DMA,2.45,0.81,"Woody Tissue; Error = SD; site is discontinuous permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
L_Greater Hinggan Mountains_52_123,L,Greater Hinggan Mountains,China,19,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,52,123,Dahurian Larch,Larix gmelinii,Deciduous needleleaf forest,-999,DMA,1.62,0.99,"Woody Tissue; Error = SD; site is discontinuous permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
L_Greater Hinggan Mountains_52_123,L,Greater Hinggan Mountains,China,20,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,52,123,Dahurian Larch,Larix gmelinii,Deciduous needleleaf forest,-999,DMA,1.78,0.86,"Woody Tissue; Error = SD; site is discontinuous permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
L_Greater Hinggan Mountains_52_123,L,Greater Hinggan Mountains,China,12,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,52,123,Dahurian Larch,Larix gmelinii,Deciduous needleleaf forest,-999,DMA,1.69,0.92,"Woody Tissue; Error = SD; site is discontinuous permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
L_Greater Hinggan Mountains_52_123,L,Greater Hinggan Mountains,China,6,10/1/2014,"State Key Laboratory of Cryospheric Science, Chinese Academy of Sciences","Xiaohong Liu, Shichang Kang","xhliu@snnu.edu.cn, shichang.kang@lzb.ac.cn",Kang_2022,52,123,Dahurian Larch,Larix gmelinii,Deciduous needleleaf forest,-999,DMA,1.44,0.73,"Woody Tissue; Error = SD; site is discontinuous permafrost; Lat,Long estimated from Figure 1",CIO,NA,0,1
"Krossfjorden and Kongsfjorden in Spitsbergen, Svalbard__79_11.5",NA,"Krossfjorden and Kongsfjorden in Spitsbergen, Svalbard",Norway,3081,-999,NA,NA,NA,Kristiansen_et_al._2019,79,11.5,NA,NA,Tundra,-999,NA,15.6,-999,NA,NA,Moss ,0,1
Norway_Sub5_79.0_11.5,Storholmen,Sbitsbergen,Norway,Sub5,6/1/2016,Department_of_biosciences_university_of_Oslo,Katrine_Borga,katrine.borga@ibv.uio.no,Kristiansen_et_al._2019,78.4,13.26,moss,NA,mosses,-999,ICP-MS,11.5,-999,NA,LS,NA,0,1
Agency's Arctic Contaminant Research Program in the U. S. arctic__69.77_-158,NA,Agency's Arctic Contaminant Research Program in the U. S. arctic,USA,1482,1993,NA,NA,NA,Landers_et_al._1995,69.77,-158,NA,Cetraria cucullata ,NA,-999,NA,43,-999,NA,NA,Lichen,0,1
Agency's Arctic Contaminant Research Program in the U. S. arctic__69.77_-158,NA,Agency's Arctic Contaminant Research Program in the U. S. arctic,USA,1483,1993,NA,NA,NA,Landers_et_al._1995,69.77,-158,NA,Masonhalea richardsonii,NA,-999,NA,56,-999,NA,NA,Lichen,0,1
Agency's Arctic Contaminant Research Program in the U. S. arctic__69.77_-158,NA,Agency's Arctic Contaminant Research Program in the U. S. arctic,USA,1484,1993,NA,NA,NA,Landers_et_al._1995,69.77,-158,NA,Hylocomium splendens,NA,-999,NA,55,-999,NA,NA,Moss ,0,1
Agency's Arctic Contaminant Research Program in the U. S. arctic__69.77_-158,NA,Agency's Arctic Contaminant Research Program in the U. S. arctic,USA,1485,1993,NA,NA,NA,Landers_et_al._1995,69.77,-158,NA,Racomitrium lanuginosum,NA,-999,NA,112,-999,NA,NA,Moss ,0,1
north_slope_Alaska_69_-153,north_slope,Alaska,USA,na,7/1/1991,NA,NA,NA,Landers_et_al._1995,69,-153,curled shield lichen,Cetraria cucallata,NA,-999,Cold Vapor Atomic Absorption,43,-999,only median Hg conc. was reported; lat/lon is centroid of northern Alaska; dates actually range 1990-1993,NA,NA,0,1
north_slope_Alaska_69_-153,north_slope,Alaska,USA,na,7/1/1991,NA,NA,NA,Landers_et_al._1995,69,-153,arctic tumbleweed lichen,Masonhalea richardsonnii ,NA,-999,Cold Vapor Atomic Absorption,56,-999,only median Hg conc. was reported; lat/lon is centroid of northern Alaska; dates actually range 1990-1993,NA,NA,0,1
north_slope_Alaska_69_-153,north_slope,Alaska,USA,na,7/1/1991,NA,NA,NA,Landers_et_al._1995,69,-153,feather moss,Hylocomium splendens ,NA,-999,Cold Vapor Atomic Absorption,55,-999,only median Hg conc. was reported; lat/lon is centroid of northern Alaska; dates actually range 1990-1993,NA,NA,0,1
north_slope_Alaska_69_-153,north_slope,Alaska,USA,na,7/1/1991,NA,NA,NA,Landers_et_al._1995,69,-153,wolly moss,Racomitrium lanuginosum,NA,-999,Cold Vapor Atomic Absorption,112,-999,only median Hg conc. was reported; lat/lon is centroid of northern Alaska; dates actually range 1990-1993,NA,NA,0,1
north_slope_Alaska_69_-153,north_slope,Alaska,USA,na,7/1/1991,NA,NA,NA,Landers_et_al._1995,69,-153,lichen,Umbilicaria hyperborea,NA,-999,Cold Vapor Atomic Absorption,146,-999,minimum Hg conc. was reported; lat/lon is centroid of northern Alaska; dates actually range 1990-1993,NA,NA,0,1
north_slope_Alaska_69_-153,north_slope,Alaska,USA,na,7/1/1991,NA,NA,NA,Landers_et_al._1995,69,-153,lichen,Umbilicaria hyperborea,NA,-999,Cold Vapor Atomic Absorption,156,-999,maximum Hg conc. was reported; lat/lon is centroid of northern Alaska; dates actually range 1990-1993,NA,NA,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1210,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,Spruce,coniferous,-999,NA,50,8,NA,NA,Needle,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1211,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,Spruce,coniferous,-999,NA,15,3,NA,NA,Needle,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1212,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,Spruce,coniferous,-999,NA,231,75,NA,NA,Bark,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1213,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,Spruce,coniferous,-999,NA,57,21,NA,NA,Branch ,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1215,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,Spruce,coniferous,-999,NA,231,75,NA,NA,Bark,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1216,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,Spruce,coniferous,-999,NA,399,45,NA,NA,Lichen,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1217,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,puine,coniferous,-999,NA,31,6,NA,NA,Needle,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1218,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,puine,coniferous,-999,NA,16,8,NA,NA,Needle,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1219,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,puine,coniferous,-999,NA,88,19,NA,NA,Bark,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1220,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,puine,coniferous,-999,NA,25,12,NA,NA,Branch ,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1221,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,puine,coniferous,-999,NA,13,11,NA,NA,Stem,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1222,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,puine,coniferous,-999,NA,88,19,NA,NA,Bark,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1223,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,Spruce,coniferous,-999,NA,249,18,NA,NA,Lichen,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1224,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,Birch,Decidous,-999,NA,16,5,NA,NA,Needle,0,1
Langtjern in the county of Buskerud in southeast Norway__60.14_10.39,NA,Langtjern in the county of Buskerud in southeast Norway,Norway,1225,2005,NA,NA,NA,Larssen_et_al._2008,60.14,10.39,NA,Birch,Decidous,-999,NA,17,2,NA,NA,Branch ,0,1
" Shergyla Mountain, Tibetan Plateau, China__29.77_94.75",NA," Shergyla Mountain, Tibetan Plateau, China",China,300,2011,NA,NA,NA,Liu_et_al._2019,29.77,94.75,NA,"Pinus densata, Abies georgei var smithii",Coniferous,-999,NA,9.5,3.28,NA,NA,Needle,0,1
" Shergyla Mountain, Tibetan Plateau, China__29.77_94.75",NA," Shergyla Mountain, Tibetan Plateau, China",China,301,2012,NA,NA,NA,Liu_et_al._2019,29.77,94.75,NA,Bryopsida,Coniferous,-999,NA,39.4,12.62,NA,NA,Moss ,0,1
"along the route Novokuznetsk-Mezhdurechensk, Russia__53.84_87.13",NA,"along the route Novokuznetsk-Mezhdurechensk, Russia",Russia,1439,2015,NA,NA,NA,Lyapina_et_al._2016,53.84,87.13,NA,poplar,Decidous,-999,NA,26.4,2,NA,NA,Leaf ,0,1
"Novokuznetsk agglomeration, Russia__53.75_87.12",NA,"Novokuznetsk agglomeration, Russia",Russia,1438,2015,NA,NA,NA,Lyapina_et_al._2016,53.75,87.12,NA,poplar,Decidous,-999,NA,23.6,1.5,NA,NA,Leaf ,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Bulk Vegetation,NA,Evergreen needleleaf forest,-999,Nippon MA-2000,39.45,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Bulk Vegetation,NA,Evergreen needleleaf forest,-999,Nippon MA-2000,40.02,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Dwarf Birch Leaves,Betula Nana Leaves,Evergreen needleleaf forest,-999,Nippon MA-2000,5.5,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Dwarf Birch Leaves,Betula Nana Leaves,Evergreen needleleaf forest,-999,Nippon MA-2000,5.32,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Dwarf Birch Leaves,Betula Nana Leaves,Evergreen needleleaf forest,-999,Nippon MA-2000,5.5,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Dwarf Birch Leaves,Betula Nana Leaves,Evergreen needleleaf forest,-999,Nippon MA-2000,5.26,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Peat Moss,Sphagnum,Evergreen needleleaf forest,-999,Nippon MA-2000,33.34,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Peat Moss,Sphagnum,Evergreen needleleaf forest,-999,Nippon MA-2000,36.62,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Peat Moss,Sphagnum,Evergreen needleleaf forest,-999,Nippon MA-2000,37.54,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Peat Moss,Sphagnum,Evergreen needleleaf forest,-999,Nippon MA-2000,43.43,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Tussock Grass,Carex aquatic,Evergreen needleleaf forest,-999,Nippon MA-2000,2.83,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Tussock Grass,Carex aquatic,Evergreen needleleaf forest,-999,Nippon MA-2000,2.23,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Tussock Grass,Carex aquatic,Evergreen needleleaf forest,-999,Nippon MA-2000,1.93,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,Tussock Grass,Carex aquatic,Evergreen needleleaf forest,-999,Nippon MA-2000,0.7,-999,NA,CO,NA,1,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,White Lichen,Cetraria islandica ,Evergreen needleleaf forest,-999,Nippon MA-2000,27.93,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,White Lichen,Cetraria islandica ,Evergreen needleleaf forest,-999,Nippon MA-2000,23.44,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,White Lichen,Cetraria islandica ,Evergreen needleleaf forest,-999,Nippon MA-2000,22.76,-999,NA,CO,NA,0,1
Alaska_Denali_63.883056_-149.225556,Denali,Alaska,USA,8ML,8/17/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,63.883056,-149.225556,White Lichen,Cetraria islandica ,Evergreen needleleaf forest,-999,Nippon MA-2000,26.22,-999,NA,CO,NA,0,1
Alaska_Denali_68.614031_-149.309481,Denali,Alaska,USA,1,8/3/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.614031,-149.309481,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,40.3,-999,NA,CO,NA,0,1
Alaska_DHT_68.614031_-149.309481,DHT,Alaska,USA,1,8/3/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.614031,-149.309481,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,78.84,-999,NA,CO,NA,0,1
Alaska_DHT_68.756917_-148.892639,DHT,Alaska,USA,2,8/13/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.756917,-148.892639,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,40.3,-999,NA,CO,NA,0,1
Alaska_DHT_68.756917_-148.892639,DHT,Alaska,USA,2,8/13/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.756917,-148.892639,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,21.31,-999,NA,CO,NA,0,1
Alaska_DHT_68.756917_-148.892639,DHT,Alaska,USA,2,8/13/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.756917,-148.892639,Tussock Grass,Carex aquatic ,Graminoid tundra,-999,Nippon MA-2000,7.37,-999,NA,CO,NA,0,1
Alaska_DHT_68.756917_-148.892639,DHT,Alaska,USA,2,8/13/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,68.756917,-148.892639,Tussock Grass,Carex aquatic ,Graminoid tundra,-999,Nippon MA-2000,8.78,-999,NA,CO,NA,0,1
Alaska_DHT_69.074167_-148.759167,DHT,Alaska,USA,3,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.074167,-148.759167,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,20.13,-999,NA,CO,NA,0,1
Alaska_DHT_69.074167_-148.759167,DHT,Alaska,USA,3,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.074167,-148.759167,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,20.32,-999,NA,CO,NA,0,1
Alaska_DHT_69.074167_-148.759167,DHT,Alaska,USA,3,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.074167,-148.759167,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,16.81,-999,NA,CO,NA,0,1
Alaska_DHT_69.074167_-148.759167,DHT,Alaska,USA,3,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.074167,-148.759167,Peat Moss,Sphagnum,Graminoid tundra,-999,Nippon MA-2000,30.5,-999,NA,CO,NA,0,1
Alaska_DHT_69.074167_-148.759167,DHT,Alaska,USA,3,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.074167,-148.759167,Peat Moss,Sphagnum,Graminoid tundra,-999,Nippon MA-2000,39.22,-999,NA,CO,NA,0,1
Alaska_DHT_69.074167_-148.759167,DHT,Alaska,USA,3,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.074167,-148.759167,Peat Moss,Sphagnum,Graminoid tundra,-999,Nippon MA-2000,31.34,-999,NA,CO,NA,0,1
Alaska_DHT_69.074167_-148.759167,DHT,Alaska,USA,3,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.074167,-148.759167,Tussock Grass,Carex aquatic ,Graminoid tundra,-999,Nippon MA-2000,7.34,-999,NA,CO,NA,0,1
Alaska_DHT_69.074167_-148.759167,DHT,Alaska,USA,3,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.074167,-148.759167,Tussock Grass,Carex aquatic ,Graminoid tundra,-999,Nippon MA-2000,7.01,-999,NA,CO,NA,0,1
Alaska_DHT_69.074167_-148.759167,DHT,Alaska,USA,3,8/8/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.074167,-148.759167,Tussock Grass,Carex aquatic ,Graminoid tundra,-999,Nippon MA-2000,8.39,-999,NA,CO,NA,0,1
Alaska_DHT_69.146361_-148.853889,DHT,Alaska,USA,4,8/9/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.146361,-148.853889,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,66.19,-999,NA,CO,NA,0,1
Alaska_DHT_69.146361_-148.853889,DHT,Alaska,USA,4,8/9/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.146361,-148.853889,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,33.09,-999,NA,CO,NA,0,1
Alaska_DHT_69.146361_-148.853889,DHT,Alaska,USA,4,8/9/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.146361,-148.853889,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,13.89,-999,NA,CO,NA,0,1
Alaska_DHT_69.447972_-148.611725,DHT,Alaska,USA,5,8/4/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.447972,-148.611725,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,58.72,-999,NA,CO,NA,0,1
Alaska_DHT_69.447972_-148.611725,DHT,Alaska,USA,5,8/2/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.447972,-148.611725,Bulk Vegetation,NA,Graminoid tundra,-999,Nippon MA-2000,55.25,-999,NA,CO,NA,0,1
Alaska_DHT_69.447972_-148.611725,DHT,Alaska,USA,5,8/2/2015,University_of_Nevada_Reno,Christine_Olson,christine.olson@colorado.edu,Olson_2019,69.447972,-148.611725,Tussock Grass,Carex aquatic ,Graminoid tundra,-999,Nippon MA-2000,14.4,-999,NA,CO,NA,0,1
